# eventID,px1,py1,pz1,px2,py2,pz2,m1,m2
1,0.5992021890399896,0.13415575640398034,0.16729391689968243,-0.5992021890399896,-0.13415575640398034,-0.16729391689968243,0.494,0.138
2,-0.9696568929970745,-1.082989860124155,2.513612815783553,1.4683660775058267,-1.1667800071848913,3.8678615396626403,0.494,0.138
3,0.49752972040463583,0.15027014060246496,-0.30554721274101726,-0.49752972040463583,-0.15027014060246496,0.30554721274101726,0.494,0.138
4,2.544780819185152,-1.1068329403503665,2.2956245675264384,2.4766872188842965,0.5024948018002637,-0.705364000103373,0.494,0.138
5,0.5517650682362809,-0.28752930516701924,-0.04824490519776959,-0.5517650682362809,0.28752930516701924,0.04824490519776959,0.494,0.138
6,-0.2063668218812779,-0.03161884796349727,-0.5538766888091577,0.2063668218812779,0.03161884796349727,0.5538766888091577,0.494,0.138
7,0.311311683144142,-0.28377386262073395,-0.4859547797753503,-0.311311683144142,0.28377386262073395,0.4859547797753503,0.494,0.138
8,-0.3792682520182584,3.278141395252756,-1.3386957154228818,-0.46591510653630647,-3.470122188876119,1.5045247032675966,0.494,0.138
9,-1.7229961148961637,-0.3226792905538021,-1.5442783791496861,-0.9180586585786045,-3.072625646097481,-0.6638258503688363,0.494,0.138
10,-1.0883704350541041,-1.1347717794874377,-0.7979706353737419,-0.9813443771910514,-0.49328229709571236,-0.6840005572648695,0.494,0.138
11,-0.17978591995465312,0.4349791339233509,-0.43575515346664484,0.17978591995465312,-0.4349791339233509,0.43575515346664484,0.494,0.138
12,-0.4582907629975249,-2.539549122670835,0.5227263875841898,2.707164890201974,2.2269437939304804,0.6764376222036126,0.494,0.138
13,0.04899814100333877,0.0495978413233947,0.6322259107051951,-0.04899814100333877,-0.0495978413233947,-0.6322259107051951,0.494,0.138
14,-0.28111170013498094,0.5727772120495689,-0.26503180549323063,0.28111170013498094,-0.5727772120495689,0.26503180549323063,0.494,0.138
15,-0.4165182408747102,-0.059695290590568675,0.4452111788126517,0.4165182408747102,0.059695290590568675,-0.4452111788126517,0.494,0.138
16,-3.833803268414867,-0.4190280921110906,-0.6049234693688192,-0.3967605891561078,-1.1229806457181148,2.6095180029494527,0.494,0.138
17,0.5543355793549766,0.07028562925940138,0.22368151931114286,-0.5543355793549766,-0.07028562925940138,-0.22368151931114286,0.494,0.138
18,-0.23789831157650446,0.45076061051739363,0.31236073521100083,0.23789831157650446,-0.45076061051739363,-0.31236073521100083,0.494,0.138
19,0.32991767475163625,-3.9791263207001597,-1.1366704251812763,-2.7993686694172113,-0.760500472455583,0.7480636703946777,0.494,0.138
20,-0.04496943088227159,0.8410726176630435,3.0684748126369983,-1.4101451114386008,-1.270237878606976,0.28488232504913547,0.494,0.138
21,0.5088606487551643,-0.17799405159626552,-0.3567686829573467,-0.5088606487551643,0.17799405159626552,0.3567686829573467,0.494,0.138
22,0.12956018850021253,-0.2708722874090533,0.5596701338934708,-0.12956018850021253,0.2708722874090533,-0.5596701338934708,0.494,0.138
23,0.3481369316492897,-0.41123504212306083,-0.2522249443894627,-0.3481369316492897,0.41123504212306083,0.2522249443894627,0.494,0.138
24,0.4159899048707565,-0.43359795859252453,-0.25894443385937227,-0.4159899048707565,0.43359795859252453,0.25894443385937227,0.494,0.138
25,0.4623995054954155,0.32953622551081246,0.15646239027222825,-0.4623995054954155,-0.32953622551081246,-0.15646239027222825,0.494,0.138
26,-0.45574228624818525,0.14692394821099405,-0.3593057947978567,0.45574228624818525,-0.14692394821099405,0.3593057947978567,0.494,0.138
27,-0.04936768459404339,-0.3303064673673414,-0.5023841177674467,0.04936768459404339,0.3303064673673414,0.5023841177674467,0.494,0.138
28,0.11651800957000298,0.0751640108982,-0.615134324971787,-0.11651800957000298,-0.0751640108982,0.615134324971787,0.494,0.138
29,0.4649035060781959,0.36950030768598596,-0.08644655182694164,-0.4649035060781959,-0.36950030768598596,0.08644655182694164,0.494,0.138
30,-0.5233797235230557,-2.6637078598781754,0.4693108217041533,-2.0481929942806656,-4.1749906728733714,0.4476997524585367,0.494,0.138
31,1.0246352424707386,-2.05517707187506,3.796587264872286,-0.7213599805979918,1.9902457463055103,-0.6537920727515149,0.494,0.138
32,7.048016793187276,-1.6387280454304591,-0.6486010668790066,0.9145969839919784,2.9378684120982013,-1.6461084359603098,0.494,0.138
33,0.14287701141241768,-2.997219310835528,1.6661020400817104,-2.365903436080906,-0.4961279156616974,2.6925129924033437,0.494,0.138
34,-1.5541400113455015,-1.2039822836902268,3.183931415233435,-0.8556176499535664,1.8369913208118493,-0.7626715364398016,0.494,0.138
35,0.27926910496107327,-0.32843044423650947,0.40888214163532105,-0.27926910496107327,0.32843044423650947,-0.40888214163532105,0.494,0.138
36,0.6813651250075037,-1.622205111016043,-3.2365108715685778,-1.0186297986374018,-1.6546705834235333,0.04388807148568608,0.494,0.138
37,-0.5239118663839553,-0.06007587882066396,-0.30236581695037246,0.5239118663839553,0.06007587882066396,0.30236581695037246,0.494,0.138
38,-0.8837075779146467,-0.03980761439592943,-2.5922497696548397,1.1214380637631265,-1.9684574100602614,-3.071054858013141,0.494,0.138
39,-0.8640118798113665,-0.9969999899620542,-0.4672641495873366,-0.848627900080697,0.9455121396656396,-1.6018247909219239,0.494,0.138
40,-1.7968889015908418,1.7693810980673246,-0.06472613407082081,0.1414723796938988,3.0576821356731703,-0.0017573599666649488,0.494,0.138
41,0.6208627388883705,-0.1448143427493571,-0.04871639317123508,-0.6208627388883705,0.1448143427493571,0.04871639317123508,0.494,0.138
42,-2.508001237297899,-0.7661606304052951,-1.4268280743381927,0.9341497872043456,0.6791370351550381,1.1389157332889774,0.494,0.138
43,0.5090924368622503,-1.204958519986644,1.971263264226222,-0.6845364096159309,-2.404166369144655,1.155362179124712,0.494,0.138
44,0.38577517810849,-0.4583557979003724,-0.26856455622186487,-0.38577517810849,0.4583557979003724,0.26856455622186487,0.494,0.138
45,1.8544225560270677,3.1186232918223147,0.3336563930410045,-1.2708034934885581,1.9174265410908755,-1.4082185265757556,0.494,0.138
46,-0.22412805522458326,-0.5634412455964415,0.08279053053084529,0.22412805522458326,0.5634412455964415,-0.08279053053084529,0.494,0.138
47,-1.8571214352380676,1.5788942595648776,0.11405181561763154,0.6362675428171743,2.1068625265289933,-0.6788751888145543,0.494,0.138
48,1.1658816027701786,0.2706904907636638,-0.294821355503132,2.4460889669770083,0.2950878014122117,-2.1856420268836603,0.494,0.138
49,0.05751455510470479,-0.5690418561263543,-0.09251049307666206,-0.05751455510470479,0.5690418561263543,0.09251049307666206,0.494,0.138
50,-2.2343166116031687,3.6494550606026857,2.561838784621587,0.8488464496437854,-4.800971594627718,0.7762232197696303,0.494,0.138
51,-0.156225322299541,0.6740926318414795,2.9280981195195634,-0.42362931494818307,2.7353426999798005,2.381187916760923,0.494,0.138
52,0.24618522330607434,0.058299357332144364,-0.5382340092303753,-0.24618522330607434,-0.058299357332144364,0.5382340092303753,0.494,0.138
53,-2.056021334627953,2.222308334448214,-2.7422234823199862,-0.3165825682712043,-0.05643349270735067,0.11700322972293101,0.494,0.138
54,-0.1646850708007353,0.8114668980296572,-0.017552538941170454,4.5689731718920585,-0.12385399034921696,-1.188473133645888,0.494,0.138
55,0.14761258386061524,-0.24117672950812172,-0.5381839705901854,-0.14761258386061524,0.24117672950812172,0.5381839705901854,0.494,0.138
56,0.9510221927969448,0.529160035926398,3.1966297503743024,2.3679492947195615,-0.4165016693927549,-2.3250532391620973,0.494,0.138
57,0.8685758336290741,0.5444574870395364,1.2540935933954716,0.559128831585171,-0.5895206764467688,-2.0835305640916904,0.494,0.138
58,2.581608836855397,-1.2721301206004365,1.955550488780782,-0.8436683599984569,-0.08782262752704341,-0.0664736332698337,0.494,0.138
59,0.044658951952796504,4.334514786651428,0.8569849021870725,0.5775490398060678,1.9742594216967795,-0.19050532988140786,0.494,0.138
60,0.513190744920577,-0.3677561431657411,-0.015231148551806512,-0.513190744920577,0.3677561431657411,0.015231148551806512,0.494,0.138
61,0.5452565348375347,0.29951840324458345,-0.18029456562159893,-0.5452565348375347,-0.29951840324458345,0.18029456562159893,0.494,0.138
62,4.5417554937662095,-0.08540140145135931,-3.105458456322052,2.2680850144977254,1.1413490420431505,0.5892961780098582,0.494,0.138
63,-0.18035769450709868,-0.5762396524725004,0.1622389668170417,0.18035769450709868,0.5762396524725004,-0.1622389668170417,0.494,0.138
64,-1.3487873941551252,0.26917383102834197,2.131063430473441,0.349113844066345,-4.1531320157986835,2.1035067301504053,0.494,0.138
65,-0.40489474753400123,0.3720489961714726,0.23121799543038504,0.40489474753400123,-0.3720489961714726,-0.23121799543038504,0.494,0.138
66,-2.331131208167729,3.6055638084413704,1.802642880107674,-0.9596201435385197,3.1462018067781155,2.0802135679634373,0.494,0.138
67,0.4270081967083874,-0.26254664322965937,-0.27407512021193686,-0.4270081967083874,0.26254664322965937,0.27407512021193686,0.494,0.138
68,-0.05955956081190957,0.13164328022524582,0.5667908321635841,0.05955956081190957,-0.13164328022524582,-0.5667908321635841,0.494,0.138
69,-0.0775134919406633,0.13620591368292004,-0.6021428271715383,0.0775134919406633,-0.13620591368292004,0.6021428271715383,0.494,0.138
70,1.1451758996459636,1.9236330346317887,1.3285276935952983,-1.2204995837439296,0.24423971570104244,2.627892228686406,0.494,0.138
71,-0.57474800404755,-0.1902492985986347,-0.037171726472153166,0.57474800404755,0.1902492985986347,0.037171726472153166,0.494,0.138
72,-0.507900697475022,0.23529438808270817,-0.2081513138845544,0.507900697475022,-0.23529438808270817,0.2081513138845544,0.494,0.138
73,0.5406421319782135,0.3378974705809506,0.18223619169646021,-0.5406421319782135,-0.3378974705809506,-0.18223619169646021,0.494,0.138
74,-2.3231095912029938,-1.5744322382310258,-2.6586305204161564,2.439718642639092,1.3854987493769542,-2.3203873621776023,0.494,0.138
75,2.155176607284607,1.8711536853839223,1.975320369206271,-1.1485682100291754,0.8996743483567903,2.8105855873118704,0.494,0.138
76,0.5352689817408687,-0.16409365237714255,-0.3211733588179906,-0.5352689817408687,0.16409365237714255,0.3211733588179906,0.494,0.138
77,0.27002646318280166,-0.1781429157648523,-0.5465717006095768,-0.27002646318280166,0.1781429157648523,0.5465717006095768,0.494,0.138
78,-0.5344644356394652,0.22936315361194737,0.007040617621088866,0.5344644356394652,-0.22936315361194737,-0.007040617621088866,0.494,0.138
79,3.508530232148712,2.95090698740833,0.2919402003315611,1.1910723219163448,-2.2257958974329615,1.505307288395777,0.494,0.138
80,-1.412207729575696,-0.06979757887406089,5.899805794970039,-3.034776143935608,-1.4903171805261102,-1.0563057247850596,0.494,0.138
81,-0.5185334786133797,0.3350685252175866,0.0007548391283986901,0.5185334786133797,-0.3350685252175866,-0.0007548391283986901,0.494,0.138
